Fiscal _Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,Return_To_Prison,Recidivism_Type,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype
2013,2016,25-34,505,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,35-44,0,Parole Granted,White - Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,45-54,0,Released to Special Sentence,White - Non-Hispanic,Male,D Felony,Violent,Sex,No,No Recidivism,0,0,0
2013,2016,25-34,576,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Property,Arson,Yes,New,D Felony,Property,Burglary
2013,2016,Under 25,241,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,Yes,Tech,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,B Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2013,2016,25-34,833,Parole Granted,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,D Felony,Drug,Trafficking
2013,2016,45-54,0,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,35-44,0,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,665,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,D Felony,Drug,Drug Possession
2013,2016,25-34,462,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,55 and Older,0,Released to Special Sentence,White - Non-Hispanic,Male,C Felony,Violent,Sex,No,No Recidivism,0,0,0
2013,2016,55 and Older,0,Parole Granted,Black - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,25-34,211,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,Yes,Tech,0,0,0
2013,2016,45-54,738,Parole Granted,Black - Non-Hispanic,Male,D Felony,Violent,Murder/Manslaughter,Yes,Tech,0,0,0
2013,2016,25-34,415,Parole Granted,Black - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Property,Burglary
2013,2016,25-34,340,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,25-34,498,Parole Granted,White - Non-Hispanic,Female,C Felony,Property,Burglary,Yes,New,C Felony,Drug,Trafficking
2013,2016,35-44,232,Parole Granted,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Aggravated Misdemeanor,Property,Theft
2013,2016,25-34,483,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,D Felony,Property,Theft
2013,2016,25-34,622,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,Under 25,579,Parole Granted,White - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,New,Aggravated Misdemeanor,Property,Vandalism
2013,2016,45-54,0,Paroled w/Immediate Discharge,American Indian or Alaska Native - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,Under 25,226,Parole Granted,American Indian or Alaska Native - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Paroled w/Immediate Discharge,Black - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Hispanic,Male,D Felony,Property,Vandalism,No,No Recidivism,0,0,0
2013,2016,35-44,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,35-44,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2013,2016,45-54,262,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Weapons,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Weapons,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Kidnap,No,No Recidivism,0,0,0
2013,2016,35-44,181,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,Under 25,68,Released to Special Sentence,White - Non-Hispanic,Male,C Felony,Violent,Sex,Yes,New,D Felony,Public Order,Flight/Escape
2013,2016,25-34,198,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,Under 25,691,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,C Felony,Property,Theft,Yes,New,Aggravated Misdemeanor,Violent,Other Violent
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Other,Other Violent,No,No Recidivism,0,0,0
2013,2016,35-44,384,Parole Granted,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,45-54,154,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,35-44,0,Paroled w/Immediate Discharge,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,557,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,Yes,New,D Felony,Public Order,Other Public Order
2013,2016,25-34,0,Paroled to Detainer - Out of State,White - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,55 and Older,0,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,55 and Older,0,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Paroled w/Immediate Discharge,Black - Non-Hispanic,Male,D Felony,Drug,Other Drug,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,Under 25,685,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,C Felony,Drug,Trafficking
2013,2016,55 and Older,0,Parole Granted,White - Non-Hispanic,Female,B Felony,Violent,Sex,No,No Recidivism,0,0,0
2013,2016,45-54,0,Paroled w/Immediate Discharge,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,Under 25,346,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,Tech,0,0,0
2013,2016,Under 25,168,Released to Special Sentence,Black - Non-Hispanic,Male,C Felony,Violent,Sex,Yes,Tech,0,0,0
2013,2016,25-34,367,Parole Granted,Asian or Pacific Islander - Non-Hispanic,Female,D Felony,Drug,Trafficking,Yes,New,D Felony,Drug,Drug Possession
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,55 and Older,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2013,2016,25-34,0,Released to Special Sentence,White - Hispanic,Male,D Felony,Violent,Sex,No,No Recidivism,0,0,0
2013,2016,45-54,497,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,New,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,25-34,882,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,New,D Felony,Drug,Drug Possession
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,45-54,0,Paroled w/Immediate Discharge,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,35-44,974,Parole Granted,White - Non-Hispanic,Female,D Felony,Drug,Drug Possession,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,35-44,397,Parole Granted,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,C Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,C Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,45-54,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,45-54,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,45-54,0,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,0,0,0
2013,2016,35-44,209,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,D Felony,Property,Theft
2013,2016,35-44,442,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,New,Aggravated Misdemeanor,Public Order,OWI
2013,2016,35-44,137,Parole Granted,Black - Non-Hispanic,Male,C Felony,Property,Theft,Yes,Tech,0,0,0
2013,2016,Under 25,148,Parole Granted,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,0,0,0
2013,2016,25-34,40,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,Tech,0,0,0
2013,2016,35-44,439,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,Yes,New,D Felony,Public Order,Other Public Order
2013,2016,25-34,0,Paroled w/Immediate Discharge,White - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,25-34,180,Parole Granted,Black - Non-Hispanic,Female,D Felony,Property,Burglary,Yes,Tech,0,0,0
2013,2016,35-44,570,Parole Granted,White - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Violent,Kidnap,No,No Recidivism,0,0,0
2013,2016,55 and Older,747,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2013,2016,55 and Older,278,Parole Granted,Black - Non-Hispanic,Female,Aggravated Misdemeanor,Public Order,Alcohol,Yes,New,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Female,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Female,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,Under 25,755,Parole Granted,Black - Non-Hispanic,Male,C Felony,Property,Theft,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,0,0,0
2013,2016,Under 25,62,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,Under 25,327,Parole Granted,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,New,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,25-34,0,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,25-34,737,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,Yes,New,C Felony,Property,Burglary
2013,2016,25-34,377,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,Weapons,Yes,Tech,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2013,2016,Under 25,681,Discharged - Expiration of Sentence,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,New,C Felony,Violent,Other Violent
2013,2016,45-54,0,Parole Granted,Black - Non-Hispanic,Male,B Felony,Violent,Sex,No,No Recidivism,0,0,0
2013,2016,25-34,286,Parole Granted,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,Yes,New,D Felony,Drug,Trafficking
2013,2016,25-34,323,Parole Granted,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,Aggravated Misdemeanor,Public Order,Weapons
2013,2016,25-34,0,Parole Granted,Black - Non-Hispanic,Male,C Felony,Violent,Assault,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Hispanic,Male,C Felony,Violent,Sex,No,No Recidivism,0,0,0
2013,2016,45-54,304,Parole Granted,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2013,2016,Under 25,59,Released to Special Sentence,White - Non-Hispanic,Male,D Felony,Violent,Sex,Yes,Tech,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,45-54,654,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,Yes,New,D Felony,Drug,Trafficking
2013,2016,Under 25,584,Discharged - Expiration of Sentence,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,New,Special Sentence 2005,Violent,Sex
2013,2016,45-54,180,Parole Granted,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,Yes,Tech,0,0,0
2013,2016,35-44,424,Parole Granted,White - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,New,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2013,2016,35-44,0,Parole Granted,White - Non-Hispanic,Male,D Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2013,2016,Under 25,642,Paroled to Detainer - INS,Black - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,New,C Felony,Property,Theft
2013,2016,55 and Older,0,Parole Granted,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,Under 25,0,Parole Granted,White - Non-Hispanic,Female,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2013,2016,25-34,0,Parole Granted,White - Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2013,2016,45-54,82,Parole Granted,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2013,2016,45-54,0,Parole Granted,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
